Concept1,Concept2,PathLength,LikertScore,r1_t1_AtoB,r1_t1_BtoA,r1_t10_AtoB,r1_t10_BtoA,r1_t100_AtoB,r1_t100_BtoA,r5_t1_AtoB,r5_t1_BtoA,r5_t10_AtoB,r5_t10_BtoA,r5_t100_AtoB,r5_t100_BtoA,r9_t1_AtoB,r9_t1_BtoA,r9_t10_AtoB,r9_t10_BtoA,r9_t100_AtoB,r9_t100_BtoA
harmony,functional,2,5,0.10636139682821112,0.0,0.27840861237581443,0.905789987417985,0.27856918184869917,0.9049568043538126,0.11667164179878396,0.0,0.448991866853135,0.7326343715424639,0.43782640865171035,0.6930627333107828,0.008186547378589003,0.0,0.2281454297917198,0.2282851349331566,0.5354357330864542,0.5766209523953195
fruit,mechanical,3,1,0.05473998936800552,0.0,0.14642770990690385,1.4835607127385784,0.0,1.55013676769679,0.011378247701432927,0.0,0.17670331984738752,0.7857460388483533,0.25539370723505,1.312685855858443,0.00010409190307452798,0.0,0.014132598152452897,0.03778497981571614,0.2720031943894552,1.0009891896128382
vehicle,students,2,1,0.23527432181901595,0.0,0.4556595564098291,1.8980063842681667,0.0,0.0,0.06500697772697275,0.0,0.4384996887464744,1.2266708720352053,0.5108275347878614,1.459249876524061,0.0026068429388427304,0.0,0.08839187256841821,0.17852234192852126,0.5138351256149394,1.1357455178346454
score,depression,3,1,0.019747856055658833,0.0,0.31838902357763743,1.1075617854044462,0.3183073138118189,0.0,0.0030139642979959557,0.0,0.2365206951357072,0.6763682329836924,0.29184838316564077,0.8756804518362103,2.362945783999184e-05,0.0,0.008850663011370913,0.02106071756167273,0.2611128899367412,0.6945625730352064
team,exercise,2,3,0.8373861836841583,0.8953758217961822,1.052802017841902,1.346588739009186,1.0546082322792318,1.3430596770267575,0.2297018066229104,0.250499320462788,1.0158877967120241,1.2216589556872242,0.9486445093061149,1.131043714584937,0.008171838369315496,0.009129761836065106,0.3568998991921059,0.3994053698677223,0.9109569792207838,1.036652027120068
horsepower,improvement,3,1,0.0,0.0,0.0998054186678976,0.13852895594796893,0.0,0.13926658576255985,0.0,0.0,0.3347480443919792,0.19442780168521714,0.3661964037943191,0.2188970189436192,0.0,0.0,0.03939875188299588,0.01593548849408876,0.5142128963146488,0.262707301475669
panic,portable,3,1,0.0021788371836734682,0.0,0.0396870257260476,0.8147350349611006,0.0,0.8157129353095665,0.0009359646636432352,0.0,0.12724240825414726,0.5525534796156091,0.14594532486957384,0.6566859330343883,2.405619047619045e-06,0.0,0.016992562900616476,0.04494002795444911,0.19912199290203395,0.5415559336270706
electronic,curriculum,3,1,0.0,0.0,0.31965989000882045,0.36040124492898046,0.0,0.0,0.0,0.0,0.2885299888540572,0.4276673380164139,0.2919249419714919,0.4378912894295196,0.0,0.0,0.023998567599865826,0.038974171662681356,0.2818700800587856,0.4933880095507389
algorithm,portable,3,2,0.0011634141557759665,0.0,0.03976436065010919,0.5292313796373257,0.0,0.5273432497326994,0.0004527830427044142,0.0,0.1431830366891811,0.4397411644448058,0.14594532333720073,0.47432787841035623,1.028174589172069e-06,0.0,0.024098734192069517,0.04503507977572946,0.20599523362495817,0.4403438452456677
tamed,equipment,3,1,0.15805798808730626,0.0,1.5399592547855285,0.4256343445881834,0.0,0.42765039080314426,0.016701968191755005,0.0,1.1325082172922245,0.3423008761656773,1.2771848012716716,0.4012812720222781,7.414835227714491e-05,0.0,0.06442107731261798,0.021027099369865222,1.0934642211381251,0.3751723560288221
dog,digital,3,1,0.2985966851671749,0.0,0.46873876977119544,0.8886821410372171,0.4683519486338907,0.0,0.048679560778219694,0.0,0.5023835580435536,0.5310450564322331,0.5475970455461954,0.6567283246517953,0.0003379073327097301,0.0,0.04107680615272982,0.02311979122913655,0.5758360693434825,0.5006095329784741
companion,modern,3,1,0.10088302465328015,0.0,0.3675613377332556,0.6037994909523062,0.36836492059760984,0.0,0.02178049622246022,0.0,0.41525674874580687,0.3828789934777746,0.4744049343600781,0.47432828353782513,0.00019596816930570542,0.0,0.03508750582410853,0.017773606498733323,0.5147188221137048,0.38102246785939936
transport,display,4,2,0.006130220698232912,0.0,0.12928570737959122,0.7141006712281461,0.12936200257806452,0.7161069842999174,0.0020100635800305053,0.0,0.1481961106196744,0.4409232796981378,0.18244683206475382,0.5836788542485141,5.569894805143578e-06,0.0,0.004346511312641942,0.006899941577939976,0.20296464859925786,0.4812956586416903
curriculum,satisfaction,3,2,0.0,0.0,0.04987591702409089,0.3200104394132613,0.0,0.0,0.0,0.0,0.15476467146132575,0.2481354385322111,0.18244892160568743,0.2919249433290947,0.0,0.0,0.011586662099044218,0.010536766564202068,0.25534770334953516,0.2725264969056665
computer,teacher,2,2,0.10598000810255158,0.09298469387755104,0.6968307320530122,1.658539175384304,0.6966365553528666,0.0,0.014988884567776696,0.01594387755102041,0.7131015918974873,1.2242863576397491,0.8027390871078025,1.4227669221340047,9.623512745703146e-05,0.0001275510204081632,0.1203498218404583,0.174490095352658,0.8405531275774201,1.247846582488964
equipment,ram,2,2,0.0016486341012997953,0.6376208604852551,0.4311737468158484,1.5420766688853107,0.4277907334525693,1.5426227472263987,0.00012136643964128353,0.10029164896169734,0.4898197370314963,1.4547546338592148,0.4012930473485095,1.2771848014078837,1.4972069263006052e-07,0.0007452047680333167,0.2061312427691492,0.602641472624617,0.4105464794353981,1.1891732082255444
players,electronic,2,3,0.1931838269500398,0.0,0.3586678240973908,1.0329576781637826,0.0,1.0347078558792893,0.08507624743717725,0.0,0.44103267247404027,0.8731586808055177,0.4378912877915955,0.8756659473435539,0.004721479761634564,0.0,0.20253693813050197,0.307569543707028,0.48377402521995305,0.7826569909087154
commute,ball,4,1,0.010940049164802823,0.0,0.128376604479449,0.7266191556277405,0.12932748939261174,0.7360548652421404,0.001022695600027143,0.0,0.1316488286912657,0.44292669356731723,0.182423827324663,0.6566539009244119,1.6238710058839504e-06,0.0,0.0027062790784846617,0.006252397815249291,0.19407426541671163,0.5544535661017203
health,four-legged,3,1,0.07975225667189954,0.0,0.1295660160972767,1.1005056954320873,0.0,1.1041606107381883,0.013320632740275598,0.0,0.20347632125614037,0.8869836305711601,0.1824304087189249,0.83909911993396,0.00010373059480202332,0.0,0.040432917264188094,0.10632824591173123,0.21947153649992532,0.7040240776525085
harmony,phobia,3,1,0.02093773322732378,0.0,0.2471396079573676,0.8986241428876812,0.24871484953029943,0.9049568043538123,0.0022156417196372265,0.0,0.24295047335714726,0.49247389553933507,0.3283627668292101,0.6930627339141926,3.9585119716269575e-06,0.0,0.007270293164454265,0.010045213754360988,0.34613665675265815,0.5266027379643835
players,feeling,2,2,0.4447954181474003,0.9162364249515245,0.7307297920244203,1.0399380248367924,0.7261606029663885,1.0347078558792906,0.12415390534575937,0.22869389582789942,0.7777934348820165,1.0464734116012797,0.6202093338546552,0.8756659501726456,0.004769434995055878,0.007144339691164234,0.35369042621516067,0.4972731608315302,0.6040923070377763,0.8450367352805853
rules,sadness,3,1,0.008673542722121633,0.0,0.03964360895229474,0.481488351656846,0.0,0.47743906378826473,0.0057571885439181465,0.0,0.11663378017087318,0.49654344960404295,0.1459282200525923,0.5837160454374802,6.077582158389446e-05,0.0,0.01147063040845452,0.025206059330659347,0.19709118379687818,0.6151722226093655
panic,wooden,4,1,6.4304026723276694e-06,0.0,0.029650749747826888,0.8106099651711005,0.0,0.8157129353095662,9.412607068857067e-07,0.0,0.0833173287473689,0.46974862850954124,0.10947043547565968,0.6566859321934668,1.0823343323343309e-10,0.0,0.0027530305367855037,0.007714619299507628,0.14399896636409806,0.5216388931254983
affection,hazard,2,1,0.8118080357142858,0.7232142857142858,0.3487479327706571,0.34856534472947315,0.0,0.3381556776449155,0.23716517857142858,0.22321428571428573,0.5132023475482952,0.49982346907393893,0.3648041680735505,0.3648034955885146,0.009030257936507932,0.008928571428571425,0.23244469843037585,0.23440697727496654,0.4427385203813767,0.4419740451251504
apple,transportation,2,1,0.3384460183748515,0.0,0.920929220826056,1.8872281650267886,0.9351655161709598,0.0,0.09170938846310084,0.0,0.7069028217349544,1.5916848481131638,0.8026664063569169,1.6410489453685142,0.0034062232837302224,0.0,0.12522729348144948,0.2451370324392436,0.7010499258812463,1.4622252870727732
dog,animal,1,7,4.591977938736755,4.478951322115386,2.3126202940686404,0.903650487118248,2.298011169463622,0.8953718126978799,3.6170851438671483,2.3018078926282057,2.2557359989406964,0.9188152804972676,1.7147456809838395,0.6567283247460104,1.024489331859339,0.4251452323717948,4.672262912594045,1.9044686943758542,1.5216896892331775,0.5745751617080962
motivation,tool,3,2,0.0,0.00029469816423246186,0.38702250520574927,0.7446902734278474,0.0,0.7463637061905057,0.0,1.3474790318152923e-05,0.4085646718291783,0.5215321572687398,0.5471908854518268,0.6933159405326422,0.0,3.760409700492342e-09,0.015623767697799775,0.017060606134972563,0.6012840233359807,0.6230555608886685
tournament,potassium,2,1,0.08940704613809639,0.0004919519812500001,0.12839006615731746,0.4374610162386974,0.0,0.43773446025682183,0.10025983428618684,1.2858072916666665e-05,0.1716736918582434,0.4949677261650548,0.18239114753131813,0.43783772930216497,0.007035584684837629,7.20138888888888e-10,0.16251105144714323,0.32191118991424483,0.20998475843416928,0.43420362531989687
potassium,emotion,2,1,0.7520131125000007,0.0,0.35619440225636145,0.13629232538392533,0.0,0.12929842197609712,0.6580078125000002,0.0,0.684826849303404,0.46228754346221523,0.4377995010697898,0.18239114866885392,0.04505277916666665,0.0,1.0125000805294508,0.4468679042971667,0.5753445155184456,0.2606560110443695
love,lifestyle,2,3,3.5754146996442397,2.8,0.6342452237413244,0.6244256908105411,0.0,0.616787467402356,1.0396394874846628,0.8641975308641976,0.9067327560781794,0.8331192946704752,0.5472716144780116,0.5107743020810274,0.03938550710736603,0.03456790123456788,0.9084853671270409,0.7999374177669027,0.575282079071138,0.5153591847796052
output,portable,3,1,0.0,0.0,0.040479073897668694,0.2245702897913419,0.0,0.0,0.0,0.0,0.21766800719575433,0.34072306558994336,0.1459453257839955,0.218964505109594,0.0,0.0,0.05929877270593526,0.06161520377098778,0.24162802531813157,0.25597878889845127
tournament,affection,3,1,0.008238607778107412,0.0,0.33712878345100705,0.43481593495700593,0.3381556776449157,0.0,0.0004036457520867979,0.0,0.28970441352799425,0.3328878763751679,0.36480349346350405,0.43783772757788675,1.2028375864701246e-07,0.0,0.020157869796726787,0.022403078556376976,0.35954028184262915,0.4131049940729483
sedan,exercise,3,1,0.1902688966024678,0.03501224762842068,1.0549404620875276,0.4044331961615989,1.0546082322792325,0.0,0.031241266302281284,0.0031662428722278057,0.8274851277492306,0.27978324129280596,0.9486445076817125,0.32834261114681307,0.00024029867752770628,4.800489772297804e-06,0.06798188531229306,0.0204174476234186,0.8520701048512848,0.27038298329698346
reptile,students,3,1,0.014229628695096764,0.05207142857142858,0.46102166003173906,0.31743762200806613,0.45774806469568485,0.31831557654145426,0.0012000617038894783,0.00496031746031746,0.44541038441760317,0.23235485300606717,0.5108275360910584,0.29185987618270015,1.6832664318750417e-06,7.936507936507928e-06,0.013361827689472111,0.006794772718461184,0.5263315608390094,0.2676253312525664
device,two-wheeled,2,2,0.4820876086348493,0.6853846153846154,0.4577181608819523,1.6996350665467796,0.45773552136904794,1.7012561488714117,0.19699075617226797,0.202991452991453,0.52098428501385,1.3041785115571627,0.5108268729047774,1.276992647775643,0.009917563161514754,0.007777777777777774,0.25331302766775166,0.4565712043038625,0.5428403591320631,1.0337285558008573
color,hysteria,2,1,0.0,0.0,0.12889284817842978,0.21491010898637658,0.12930318444900038,0.0,0.0,0.0,0.23144869236189863,0.24771962419228327,0.18239718396253907,0.21889174456740002,0.0,0.0,0.19033446571834578,0.19315833061569035,0.22486909962422463,0.22926207101296
four-legged,vocals,4,1,0.0,0.0,0.049351849807316106,0.12862610313416706,0.0,0.0,0.0,0.0,0.1535681269871623,0.13895627335200622,0.1821880977569637,0.1824304081386106,0.0,0.0,0.006888498425361015,0.0030610361120119284,0.2489481876882486,0.20444286054032412
dog,teacher,2,1,0.47517778681192496,0.0,0.6965833161341896,0.8912937876107538,0.0,0.8953718126978796,0.17953048453159817,0.0,0.7645606244794948,0.5978611177237356,0.802739087366914,0.6567283224111599,0.008306096221847074,0.0,0.23652755874994005,0.123044873985152,0.8518264109413931,0.5101527505932515
network,sadness,3,1,0.0,0.0,0.03929974165033934,0.1858313595071,0.0,0.18903339799154395,0.0,0.0,0.09995302219604948,0.2628135840439348,0.14592821974274045,0.40132704244325956,0.0,0.0,0.005507067090602936,0.011762037667881938,0.1884473185620475,0.4757194011213102
truck,electronic,3,1,0.023394370693797413,0.0,0.3548018546679791,0.5312122706512662,0.35833368354439393,0.0,0.010771558336924657,0.0,0.3624222481019852,0.4065012382082254,0.43789128800564636,0.4741916980414017,0.00013661253407657996,0.0,0.029406251450275117,0.02131159745220317,0.4733835209896896,0.43576328955568616
six-wheel,wooden,4,1,0.0,0.0,0.028914551096850816,0.018854642849559122,0.029853406018698125,0.0,0.0,0.0,0.055249157853594966,0.03049737403073101,0.10947043437490278,0.0729577802037204,0.0,0.0,0.0006022052011455704,0.00021289841166483153,0.12508086277743,0.08275988848565326
fruit,cycle,1,1,0.9072967557439467,9.57857142857143,0.36965461580654657,1.6053962765890155,0.36703837963167574,1.5501367676967919,1.3745164980189837,5.178571428571429,0.70049954692937,2.198529576206544,0.47380964452048885,1.3126859960515376,0.43714067941296514,1.007142857142857,2.013923623190005,4.615710266036531,0.6382631640688188,1.411625705030246
skills,gadget,3,2,0.07689579317468245,0.10172301874473927,0.6270192328270318,0.8672805937125664,0.0,0.8653731031824599,0.011673297170568999,0.014704050109821244,0.4849108051737592,0.7523048949518035,0.5473181899404593,0.8390849856831535,8.208008154397036e-05,9.742355655691994e-05,0.034076546321485164,0.05790954904449143,0.4885451825390963,0.8033758545108959
health,risk,2,5,0.11445605334170095,0.0,0.08968455497442751,1.100823709083617,0.08951503500607438,0.0,0.14348547447001755,0.0,0.34979291640901433,0.8792562469328371,0.32831883871296963,0.8390991095318601,0.008664954014647744,0.0,0.22371321235473235,0.2851740335565435,0.47432477893427005,0.6963380939300239
loyal,rules,3,2,0.002040510356322655,0.0,0.47667074024982087,0.21886109472887216,0.47743906378826484,0.0,0.0004683800464916696,0.0,0.5074121396998365,0.18215207849145043,0.5837160447019516,0.2189145551375675,1.1542076199466551e-06,0.0,0.045060190357144765,0.013287779697635319,0.6329540106873215,0.21437623411631615
commuting,menace,3,1,0.017620750534073665,0.0,0.04026491872176541,0.3677154736969207,0.0,0.35818638933773306,0.014689748848135294,0.0,0.1868099470182066,0.6278977194028915,0.1459294645295146,0.4378113814367217,0.00020556980256843034,0.0,0.04588034041177078,0.08750992833215376,0.23118911552175156,0.5430854459689632
car,responsibilities,3,2,0.015810779220779198,0.0,0.06919482387861253,0.6491339055749299,0.0,0.6466354485350264,0.013302669552669556,0.0,0.21633561378067367,0.5522669325588442,0.2553904005013802,0.620218411802877,0.00018792207792207784,0.0,0.032304995208496085,0.040939881708240596,0.3490528457905361,0.5835358216390919
students,knowledge,2,7,0.8468181818181818,0.60487012987013,0.41075150911919034,0.46025899430803685,0.40807191291984174,0.45774806469568446,0.24621212121212122,0.17586580086580086,0.8292261657986557,0.6621182124246159,0.6203562194843822,0.5108275363164134,0.009242424242424238,0.006601731601731599,0.5594914175642653,0.39757296590402114,0.8023363801578755,0.5841453884640633
desk,industrial,2,2,0.07232142857142854,0.0,0.04013142727276159,0.5349155903372463,0.0,0.0,0.11160714285714286,0.0,0.1800627430945985,0.6475068578754463,0.14595924266471466,0.47437056305397196,0.008035714285714281,0.0,0.19462932663736848,0.39006837984431797,0.22220944348243404,0.4772116731042131
tool,software,2,6,0.6750000000000002,0.7363636363636366,0.3786071752650877,0.38935628599233263,0.3778129141781235,0.38791433555079596,0.20833333333333334,0.2272727272727273,0.5377672344125553,0.5839373938847892,0.5105196394481003,0.5471908832006462,0.008333333333333331,0.009090909090909087,0.2318304511742895,0.2574038414302738,0.5944114633111673,0.6469519590949923
dog,avoidance,3,1,0.08054788788053352,0.0,0.13934237290784732,0.8841979663854863,0.13929384386951463,0.8953718126978794,0.01604414879472854,0.0,0.1967339284091415,0.5139062660266385,0.21892516379862384,0.6567283200933273,0.0001264681584860299,0.0,0.016443161870198293,0.019831279538792053,0.25517003386239756,0.4962571144629737
time,congestion,2,2,0.8515649529042386,2.3644620129758915,0.4054913131171819,0.9469474467730397,0.0,0.9317990717203386,0.25939462323390894,0.7181648036120631,0.36672164554275216,1.0524018055084798,0.32828359167258997,0.8336105559511164,0.010238422291993716,0.028576319968616735,0.23942760395190232,0.667393142930928,0.29506919491353184,0.8201000130715465
music,seat,4,1,0.0006113280949819415,0.0,0.15852341010048626,0.6646877070024475,0.15921741819496388,0.0,0.00021512942186019106,0.0,0.20713982796569547,0.4684693702567574,0.2919196309448637,0.6931506037212263,6.054842593304127e-07,0.0,0.0039298892559601,0.006457157802160921,0.33944992677737273,0.651136387624506
guide,transportation,3,4,0.11573243871706333,0.09984297279643436,0.9358573394616927,0.7041338533477909,0.93516551617096,0.0,0.018673514393812093,0.014113335026796568,0.6933434729423696,0.46472719570054755,0.8026664428026945,0.5473045413126525,0.00014089990492457887,9.005585582508652e-05,0.03872518021001863,0.02462265655387958,0.6978336257969788,0.4369669811893639
phobia,rhythm,2,1,0.0,0.0,0.07036774886986885,0.24973492316563034,0.06964114641299168,0.24871484953029918,0.0,0.0,0.3327433824855279,0.42585400741889096,0.25539663617737096,0.32836277052318563,0.0,0.0,0.25189115223111963,0.25435374299841174,0.38945249796304704,0.40152700296657723
feeling,dynamics,4,2,0.03558903211000371,0.0,0.3444444422218574,0.7113102036730699,0.3481627327395892,0.0,0.0034471783883427104,0.0,0.26558136042883596,0.3795363310431806,0.4012846149928842,0.6202093285805899,5.611189753442325e-06,0.0,0.00530801258295891,0.004547743143844062,0.37608623017965337,0.4847990418292236
phobia,computerized,3,1,0.0,0.0,0.25640644640656207,0.24665665944768472,0.2593584238864268,0.2487148495302993,0.0,0.0,0.2434313213702593,0.21535216434712884,0.3651542567540728,0.3283627690348232,0.0,0.0,0.006944260748075122,0.0064704098902692705,0.38512031329473795,0.33821111217741967
sedan,automobile,1,7,3.779222727272726,7.500000000000001,0.6696862318709833,0.43507409455145835,0.0,0.0,5.534767316017316,4.166666666666667,1.4797277759253749,0.9398959571945624,0.6567994742382038,0.3283426256482823,1.8187705868205866,0.8333333333333333,7.791458736691184,3.562303556888065,0.929360052581219,0.4067937181489511
excitement,performance,3,5,0.34582289652929127,0.0,0.8648723083805202,0.7247263508014011,0.8661676081700682,0.7263395036993301,0.06396830702753,0.0,0.7644069463104827,0.5725590402331954,0.8394573480870497,0.6202848536532523,0.0005551406965979937,0.0,0.08496111338654151,0.04889658921401581,0.8024880787153663,0.5447403070189782
processor,vocals,3,1,0.006024793388429747,0.0,0.049745497517934056,0.6499445361244403,0.0,0.6465915477829914,0.005165289256198347,0.0,0.1639355182770375,0.5737426399102934,0.18218809845535716,0.6201949517115638,7.438016528925616e-05,0.0,0.016279133807598257,0.031069892739830383,0.25878881619491584,0.6050740751759112
training,chair,3,1,0.11854698597548291,0.0,0.6644570994731326,1.2928969638609826,0.6667963228106131,0.0,0.01809955256678048,0.0,0.6051712773786527,0.8353871977772994,0.6933348379760327,0.9852760805721535,0.00013754438198482316,0.0,0.05439855475220994,0.05500338240574862,0.681186142780831,0.7686801100316295
vehicle,ram,3,3,0.0547160928651563,0.03905357142857144,0.4228341944366182,1.8724482474505852,0.0,1.9097772766066174,0.009152867148680221,0.003720238095238095,0.28227292286556416,1.0172992178949212,0.4012930421102273,1.459249833348834,7.227769572502208e-05,5.952380952380948e-06,0.010842071536986166,0.02957056103617455,0.3428815447584904,1.0634554994125365
recreation,prey,3,1,0.04562813290729385,0.011317106775060879,0.1700010186987618,0.5379808949238599,0.16914375838905332,0.5371961363974616,0.00723609222136868,0.001054867464169222,0.31474035341122003,0.45161571419227764,0.32835478268776375,0.5107752325157275,5.3811962357388634e-05,1.6593130899771508e-06,0.027039775784680056,0.031379351893167075,0.4248248129509648,0.49829421340671787
application,education,3,3,0.0,0.0,0.15060284344686967,0.05031180497708326,0.14932786313609936,0.049722074532735694,0.0,0.0,0.29203512309402535,0.19570387166763656,0.25555654479505224,0.18238196039504734,0.0,0.0,0.03802224679397838,0.028160156047404815,0.3345985950551625,0.27337106678395967
feeling,panic,2,5,2.9324297030021835,3.1005830993172725,0.8491796355903479,0.752828013602258,0.8157129353095662,0.7261606029663882,0.8517348773168864,0.8705577186368479,1.259388232102274,1.2154407090862545,0.6566859356520687,0.6202093384878986,0.03212886967297954,0.03219965727411783,0.7977217882167469,0.8014995734087088,0.7452385104376462,0.7380109480895153
nutrition,knowledge,2,2,0.0032461059145714862,0.0,0.4038397342020419,0.3248480198508111,0.4080719129198417,0.0,0.0002437312623396134,0.0,0.5212166336499223,0.26918160460629414,0.6203562066227905,0.36478870700931704,3.5090752257624797e-07,0.0,0.2139512401951253,0.1039861278397976,0.6868936883673371,0.34867102370328573
breeds,panic,3,1,0.1319973731616159,0.0,0.8144217430957423,0.6128723056150454,0.0,0.0,0.015665889540510444,0.0,0.5359542518056802,0.3834612984574783,0.6566859276043333,0.5107489508553125,8.16212412791938e-05,0.0,0.016795547948985173,0.009559420350855026,0.5350475834591026,0.4246432694266757
pet,mouse,1,5,1.845743187885815,12.857142857142858,0.518910129091253,0.6235130116254277,0.5172035883169985,0.6167310602932412,3.245617401332136,7.142857142857143,0.7087028425939649,1.064391456760408,0.43776615568193666,0.5107549457988958,1.1259521647283406,1.4285714285714284,4.5797018333317,5.779573871870862,0.4594565700185261,0.5334196844856562
device,citrus,3,1,0.010083673469387756,0.004477978335553976,0.2072476365697336,1.6915991157221608,0.20880181646760582,1.7012561488714102,0.003858024691358025,0.0001264660171102145,0.13849405089006275,1.0225807313450468,0.18237241426817513,1.2769926453666167,5.112118921642726e-05,7.855789791073113e-09,0.008552460938402779,0.04426837111701545,0.1556179543545323,0.9632358738037053
office,lifestyle,3,3,0.07939341927578045,0.0,0.6260666871114762,0.8393937739038753,0.6267570666706924,0.8357316201226798,0.0067651493537048725,0.0,0.47703254990276867,0.638590269753619,0.5472716099947457,0.7297277285882545,9.686176765677831e-06,0.0,0.02517151899450772,0.030339884389373555,0.49036217944016264,0.654977636234167
data,classrooms,3,2,0.050393417653615644,0.0,0.2397980788505309,0.23146757041736316,0.23944300268624186,0.0,0.01833359877584035,0.0,0.32490706268434427,0.3049852046236205,0.29214634345282353,0.25515470571737353,0.00022880004345134306,0.0,0.05762960357792152,0.03797762389014083,0.337509485585001,0.28454891341075267
training,automobile,2,2,0.930707592398733,1.3116562482971577,0.6534116918342203,1.2859674392163598,0.6568898234704308,1.3037120043522212,0.2724924364441883,0.3566022151249424,0.6266642719143084,0.8408843523466294,0.6567994466184658,0.985276073624122,0.010339942324385357,0.012372143176688628,0.2711223488513427,0.3198454935083382,0.619998053004012,0.7522265517783439
threat,emotion,2,4,0.0,0.0,0.36329151306257046,0.45600546414384563,0.3581128170725258,0.0,0.0,0.0,0.4274037505674943,0.47480851038279503,0.437799503667595,0.4742925536668366,0.0,0.0,0.1736906767035686,0.1740291623127578,0.49861334433678,0.5053798318999244
goal,happiness,1,5,1.0,18.0,0.05003925498527528,0.36147770048516337,0.0,0.0,2.7777777777777777,10.0,0.3837369405039077,1.1454874588105788,0.18241441895311267,0.43781659892217134,0.9999999999999997,1.9999999999999996,4.033231195750602,8.043351626536392,0.30379149933877414,0.5726995813604632
sedan,worry,3,1,0.001799787245640866,0.0,0.049484647030885065,0.40847563190525255,0.0,0.4078466867696914,0.0007897513997554142,0.0,0.16459157392867324,0.2804839576172769,0.1824099345527044,0.32834261871495807,2.1174429061834998e-06,0.0,0.018927622966212032,0.014977102273891135,0.2503787311422838,0.27256371876347063
input,vocals,3,3,0.006869034201683513,0.0,0.04945016291878773,0.8224903725087799,0.04962734321815043,0.8255676639426665,0.00502305545791905,0.0,0.15916909415935776,0.5796340714765766,0.1821880981571526,0.6931446602111739,6.108813161860966e-05,0.0,0.024951192301334753,0.046111226374538516,0.24899109519643434,0.5915552025546944
pet,functional,3,1,0.15313048914280158,0.0,0.2783103765728674,0.6155547156406501,0.0,0.6167310602932412,0.056769894131737754,0.0,0.44826089879891684,0.5431555269669828,0.4378264076287315,0.5107549424708933,0.000689704319204839,0.0,0.0883381515703268,0.054052310366279416,0.5352280222043351,0.4545780457563166
guide,mouse,3,2,0.10346060201424065,0.15119040084661595,0.518699659249736,0.7090148036707111,0.0,0.0,0.016223983291592418,0.023301833214994752,0.4327350125676236,0.5409032052692925,0.4377661553969718,0.5473045399535822,0.00011846975726994813,0.0001702307631831872,0.03994959617632403,0.04388015162236222,0.39747622578858915,0.46194726633203015
four-legged,joy,2,1,1.7050353740365343,0.9642857142857143,0.34076249533763314,0.13137536866424104,0.0,0.0,0.5222994622421141,0.2976190476190476,0.5556888232583532,0.3022816516653539,0.36486335343688286,0.1824304091359008,0.020835385765154268,0.0119047619047619,0.4989787956685358,0.28591063031956965,0.4290359574596809,0.2414545056554205
practice,peril,3,1,0.0030072451447921734,0.0,0.039508182791274826,0.6642279760886091,0.0,0.0,0.0023804268712688237,0.0,0.122792172090022,0.5684245460910211,0.14593259555818366,0.6929989656860374,3.156574429210701e-05,0.0,0.014882866566570018,0.04324096701989311,0.19770560616063257,0.6749594089848922
danger,portable,3,1,0.0,0.0,0.03980136359458242,0.6074511446386909,0.0,0.6066487096160164,0.0,0.0,0.13544122377859275,0.7238063822564699,0.14594532541443045,0.7659269422211745,0.0,0.0,0.024603558302929488,0.0910221730701074,0.20501599114431102,0.8492987404557493
ram,knowledge,3,1,0.2822859563256832,0.0,0.40602550212717936,0.42789725918274996,0.40807191291984174,0.4277907334525691,0.04218649783124343,0.0,0.5425955041367098,0.3337127888813546,0.6203562113276518,0.40129304391955706,0.00027660180410474364,0.0,0.040275983460278296,0.015932859895297382,0.7153438924123466,0.3712999859079087
pet,cold-blooded,3,1,0.0028152815072708115,0.0,0.020297088900918553,0.6379872587149735,0.0,0.6167310602932413,0.001181220577292343,0.0,0.0920608268611389,0.5843931944104455,0.07296603930509106,0.5107549499477482,3.1567400211325903e-06,0.0,0.010588265855244798,0.03240200004208552,0.11823290171494624,0.512134422364869
apple,orange,2,4,0.0,0.0,0.03391985087035143,2.068523141457912,0.0,1.878479038192063,0.0,0.0,0.26391704585892733,3.690745276806217,0.10941765840715334,1.6410492481630021,0.0,0.0,0.1366959184374974,1.2337023534388876,0.2500499441670693,2.407295587138671
responsibilities,surprise,3,1,0.0,0.0,0.12916715933978645,0.0694476977768631,0.12929762472342968,0.0696381006257547,0.0,0.0,0.1585737323891505,0.21431572881302005,0.18239552908832726,0.25539040077488584,0.0,0.0,0.011808890554295732,0.020664644829343652,0.20687640589048786,0.35188004300441406
improvement,wooden,3,1,0.0,0.0,0.03004719739945333,0.10100557645259378,0.0,0.1001441351694935,0.0,0.0,0.12246654594820824,0.4128384742761258,0.10947043549864463,0.3661964041706281,0.0,0.0,0.022188331436479934,0.06509994832475545,0.16352986320273158,0.545781499848946
fur,curriculum,4,1,0.06437340932627246,0.0,0.3180688995936112,0.30601258457042296,0.0,0.3083654652469566,0.005167037014536703,0.0,0.2343215544314187,0.17308246982373515,0.29192494177380485,0.2553778208329428,6.885446375637011e-06,0.0,0.005674026159347526,0.002748539282215462,0.25832464125333376,0.20856677993621434
commute,building,2,2,0.04168082818010216,0.0,0.4375931521425578,0.74205280915522,0.43787739246963525,0.0,0.003475028312498772,0.0,0.47355631881751414,0.6888358125652977,0.43786738646749007,0.6566539039663923,4.976592328596639e-06,0.0,0.24360922995185003,0.33295790701186956,0.45191392521932766,0.6306523958862852
